"","hhid","ffexwkpc","lny","mothed","fathed","mothage","fathage","nutrsc1","qrpcorn","qrprice","popden","adeqvhh","rd1","rd2","rd3","cultarpc","avnetwth","electr"
"977",308,91.80891,5.038112,6,4,44.39444,34.58055,8,2.68227,5.532996,104,2.848837,1,0,0,1.125,33682.5,1
"978",308,76.47025,5.038112,6,4,44.39444,34.87778,8,3.442733,3.557728,104,2.937984,0,1,0,1.125,33682.5,1
"979",308,157.0812,5.038112,6,4,44.39444,35.25556,8,2.843671,3.037619,104,2.937984,0,0,1,0.75,33682.5,1
"980",308,81.105,5.038112,6,4,44.39444,35.54445,8,3.223742,5.090738,104,2.937984,0,0,0,0.9,33682.5,1
"981",309,35.97865,4.326745,4,8,48.61666,54.59723,5,3.837089,5.82683,104,7.879845,1,0,0,1.12,82691.5,1
"982",309,23.90072,4.326745,4,8,48.61666,54.90555,5,2.86394,5.029615,104,7.879845,0,1,0,1.018182,82691.5,1
"983",309,52.86263,4.326745,4,8,48.61666,55.29445,5,3.358084,3.825212,104,8.01938,0,0,1,0.9333333,82691.5,1
"984",309,39.21423,4.326745,4,8,48.61666,55.56667,5,4.78403,5.180201,104,7.984496,0,0,0,1.018182,82691.5,1
"985",310,36.02023,4.712111,6,8,45.48889,54.36667,6,4.083351,3.84963,104,8.589148,1,0,0,0.4318182,80551,1
"986",310,25.50077,4.712111,6,8,45.48889,54.67778,6,3.729148,5.164523,104,9.55814,0,1,0,0.4318182,80551,1
"987",310,32.38092,4.712111,6,8,45.48889,55.04445,6,3.86808,3.651196,104,9.631783,0,0,1,0.4318182,80551,1
"988",310,23.09562,4.712111,6,8,45.48889,55.33611,6,4.2397,4.503789,104,9.631783,0,0,0,0.4318182,80551,1
"989",311,40.48848,5.076318,4,15,30.25,45.47223,11,4.25,3.70205,104,4.732558,1,0,0,0.9285714,41612.5,1
"990",311,40.698,5.076318,4,15,30.25,45.77222,11,3.616307,3.75959,104,5.457365,0,1,0,0.9285714,41612.5,1
"991",311,64.16903,5.076318,4,15,30.25,46.15,11,5.612985,3.777084,104,5.550387,0,0,1,0.8125,41612.5,1
"992",311,34.77776,5.076318,4,15,30.25,46.44167,11,3.404063,5.778663,104,5.550387,0,0,0,0.8125,41612.5,1
"993",312,26.25546,3.931943,4,3,42.79722,47.28611,4,4.593561,5.808278,104,8.112403,1,0,0,0.5795454,29741.5,1
"994",312,24.17245,3.931943,4,3,42.79722,47.49167,4,3.98941,4.675616,104,8.488372,0,1,0,0.5795454,29741.5,1
"995",312,29.17991,3.931943,4,3,42.79722,47.875,4,2.728136,4.562186,104,8.286821,0,0,1,0.5795454,29741.5,1
"996",312,31.41793,3.931943,4,3,42.79722,48.16667,4,3.2242,5.680901,104,8.794574,0,0,0,0.53125,29741.5,1
"997",313,40.36626,3.777102,10,6,28.59722,27.84722,13,4.25,3.8617,104,4.20155,1,0,0,0.5,35045,1
"998",313,57.56686,3.777102,10,6,28.59722,27.98333,13,3.449376,3.877957,104,3.782946,0,1,0,0.4285714,35045,1
"999",313,107.2662,3.777102,10,6,28.59722,28.525,13,3.681748,3.971905,104,3.612403,0,0,1,0.4285714,35045,1
"1000",313,40.9175,3.777102,10,6,28.59722,28.81944,13,2.71674,5.216177,104,4.248062,0,0,0,0.375,35045,1
"1001",315,20.15,3.472233,2,4,33.63889,41.63889,7,3.688597,3.55425,104,4.775194,1,0,0,0.0625,1293.5,0
"1002",315,30.26567,3.472233,2,4,33.63889,41.95278,7,4.093095,4.551971,104,4.232558,0,1,0,0.0625,1293.5,0
"1003",315,25.19844,3.472233,2,4,33.63889,42.32222,7,4.100997,5.371538,104,4.957365,0,0,1,0.0625,1293.5,0
"1004",315,14.2475,3.472233,2,4,33.63889,42.61389,7,3.949507,4.928888,104,4.957365,0,0,0,0.0625,1293.5,0
"1005",316,28.47274,2.78228,6,3,34.65556,35.87222,7,3.748256,5.636105,104,5.426357,1,0,0,0,215,0
"1006",316,25.16486,2.78228,6,3,34.65556,36.18055,7,3.637941,5.473268,104,5.554264,0,1,0,0,215,0
"1007",316,30.86289,2.78228,6,3,34.65556,36.55278,7,4.322339,5.33651,104,5.554264,0,0,1,0,215,0
"1008",316,14.84043,2.78228,6,3,34.65556,36.84722,7,5.401612,5.485544,104,5.554264,0,0,0,0,215,0
"1009",317,21.42957,3.498321,12,6,37.025,36.95555,12,2.63681,5.97508,104,6.511628,1,0,0,0,3718.5,0
"1010",317,37.81863,3.498321,12,6,37.025,37.26389,12,3.449376,5.441221,104,6.511628,0,1,0,0,3718.5,0
"1011",317,40.00359,3.498321,12,6,37.025,37.63889,12,4.582785,5.5819,104,5.875969,0,0,1,0,3718.5,0
"1012",317,42.6242,3.498321,12,6,37.025,37.93055,12,3.467009,5.624543,104,6.848837,0,0,0,0,3718.5,0
"1013",319,19.8125,2.590057,5,5,35.39444,39.66945,10,3.23849,5.564729,104,6.18217,1,0,0,0,165.5,1
"1014",319,15.46906,2.590057,5,5,35.39444,39.975,10,2.427673,5.159374,104,6.310078,0,1,0,0,165.5,1
"1015",319,18.21706,2.590057,5,5,35.39444,40.35,10,4.329439,4.058125,104,6.139535,0,0,1,0,165.5,1
"1016",319,17.89019,2.590057,5,5,35.39444,40.64722,10,3.29527,5.388573,104,6.085271,0,0,0,0,165.5,1
"1017",320,12.55558,3.015956,5,7,32.88055,32.06389,4,3.24969,5.592023,104,5.46124,1,0,0,0,113.5,0
"1018",320,28.81075,3.015956,5,7,32.88055,32.36389,4,3.449376,3.667618,104,5.507752,0,1,0,0,113.5,0
"1019",320,22.69153,3.015956,5,7,32.88055,32.75,4,4.170838,5.70132,104,5.895349,0,0,1,0,113.5,0
"1020",320,24.18077,3.015956,5,7,32.88055,33.04167,4,3.872596,5.370533,104,6.20155,0,0,0,0,113.5,0
"1021",321,37.46449,2.368089,7,7,31.95555,39.42778,8,3.284331,5.338557,196,4.96124,1,0,0,0.1160714,14512,0
"1022",321,23.71986,2.368089,7,7,31.95555,39.75,8,4.42142,4.904694,196,5.546512,0,1,0,0.1160714,14512,0
"1023",321,28.89058,2.368089,7,7,31.95555,40.08055,8,4.600472,5.356793,196,5.375969,0,0,1,0.1160714,14512,0
"1024",321,27.55285,2.368089,7,7,31.95555,40.36944,8,4.317307,4.892488,196,5.542635,0,0,0,0.1160714,14512,0
"1025",323,37.13525,3.29677,4,0,40.43056,43.79445,7,3.12139,5.155713,196,6.903101,1,0,0,0.1111111,3082.5,0
"1026",323,27.71095,3.29677,4,0,40.43056,44.12222,7,5.51816,4.392203,196,6.903101,0,1,0,0.1111111,3082.5,0
"1027",323,30.85001,3.29677,4,0,40.43056,44.45278,7,4.105906,4.838327,196,6.903101,0,0,1,0.1111111,3082.5,0
"1028",323,16.72377,3.29677,4,0,40.43056,44.75,7,2.627295,6.301239,196,6.992248,0,0,0,0.1111111,3082.5,0
"1029",324,38.45539,2.793473,7,8,27.78611,27.65,4,3.329915,6.96247,196,2.75969,1,0,0,0.0625,2767.5,0
"1030",324,53.2066,2.793473,7,8,27.78611,27.96944,4,4.30734,5.804569,196,2.75969,0,1,0,0.05,2767.5,0
"1031",324,29.67807,2.793473,7,8,27.78611,28.30833,4,4.616371,4.534707,196,2.887597,0,0,1,0.05,2767.5,0
"1032",324,23.6195,2.793473,7,8,27.78611,28.59722,4,2.379789,5.717585,196,2.887597,0,0,0,0.05,2767.5,0
"1033",325,24.71005,2.140021,10,4,32.69722,34.11389,5,5.37917,5.306376,196,5.294574,1,0,0,0.0714286,1082,0
"1034",325,16.88586,2.140021,10,4,32.69722,34.43055,5,4.443079,4.626643,196,5.294574,0,1,0,0.0714286,1082,0
"1035",325,18.9923,2.140021,10,4,32.69722,34.76667,5,4.253186,4.157406,196,5.306201,0,0,1,0.0714286,1082,0
"1036",325,19.20294,2.140021,10,4,32.69722,35.05555,5,4.371779,5.845812,196,5.472868,0,0,0,0.0714286,1082,0
"1037",326,23.45731,3.958325,6,3,45.86945,53.86945,7,2.78459,5.396044,196,7.550387,1,0,0,0.2777778,16506,0
"1038",326,41.74854,3.958325,6,3,45.86945,54.25,7,4.401409,5.546793,196,7.624031,0,1,0,0.2272727,16506,0
"1039",326,45.20153,3.958325,6,3,45.86945,54.58611,7,3.99154,5.014027,196,7.624031,0,0,1,0.25,16506,0
"1040",326,43.95683,3.958325,6,3,45.86945,54.86945,7,4.342952,4.312664,196,7.624031,0,0,0,0.2777778,16506,0
"1041",327,29.89226,3.740316,4,4,22.84167,26.54444,5,2.9035,5.039203,196,3.565892,1,0,0,0.25,920,0
"1042",327,34.2482,3.740316,4,4,22.84167,26.92778,5,4.146482,4.958299,196,3.523256,0,1,0,0.25,920,0
"1043",327,14.42713,3.740316,4,4,22.84167,27.25556,5,3.984591,4.627937,196,3.523256,0,0,1,0.25,920,0
"1044",327,15.2727,3.740316,4,4,22.84167,27.54167,5,4.334794,5.164413,196,3.523256,0,0,0,0.25,920,0
"1045",328,21.95973,3.601197,6,6,40.06944,28.58611,6,3.304413,6.088182,196,2.383721,1,0,0,0,210.5,0
"1046",328,24.66646,3.601197,6,6,40.06944,28.96111,6,4.455985,5.04381,196,2.213178,0,1,0,0,210.5,0
"1047",328,36.76193,3.601197,6,6,40.06944,29.29167,6,4.576243,5.013053,196,2.213178,0,0,1,0,210.5,0
"1048",328,38.61242,3.601197,6,6,40.06944,29.58056,6,3.94821,5.797883,196,2.213178,0,0,0,0,210.5,0
"1049",329,29.28045,2.428009,4,3,23.31667,23.47778,4,3.238367,5.171865,196,3.395349,1,0,0,0.1,1522.5,0
"1050",329,21.7158,2.428009,4,3,23.31667,23.85278,4,4.376636,3.670552,196,3.523256,0,1,0,0.1,1522.5,0
"1051",329,13.94731,2.428009,4,3,23.31667,24.18889,4,4.201485,4.720821,196,3.523256,0,0,1,0.1,1522.5,0
"1052",329,20.59871,2.428009,4,3,23.31667,24.475,4,4.290005,4.723724,196,2.887597,0,0,0,0.1,1522.5,0
"1053",330,30.72303,2.63818,8,5,33.35278,33.55555,5,3.285601,4.988943,196,4.74031,1,0,0,0.2083333,11913.5,0
"1054",330,35.04267,2.63818,8,5,33.35278,33.93611,5,4.328629,6.050766,196,4.922481,0,1,0,0.2083333,11913.5,0
"1055",330,27.04363,2.63818,8,5,33.35278,34.25,5,4.18794,5.81191,196,4.922481,0,0,1,0.1785714,11913.5,0
"1056",330,22.7403,2.63818,8,5,33.35278,34.55833,5,4.323596,5.868123,196,4.922481,0,0,0,0.1785714,11913.5,0
"1057",331,33.40924,2.490765,8,6,28.75556,33.475,6,3.267263,4.96234,196,4.453488,1,0,0,0.2708333,3017.5,0
"1058",331,30.75543,2.490765,8,6,28.75556,33.85278,6,4.777578,5.007008,196,3.817829,0,1,0,0.2321429,3017.5,0
"1059",331,26.11303,2.490765,8,6,28.75556,34.18333,6,4.623028,5.800001,196,4.542635,0,0,1,0.2321429,3017.5,0
"1060",331,28.33707,2.490765,8,6,28.75556,34.46944,6,2.699502,5.865387,196,4.034883,0,0,0,0.2321429,3017.5,0
"1061",332,45.27271,3.379536,10,7,24.24444,26.59722,8,3.329058,4.695092,196,1.957364,1,0,0,0.1666667,954,0
"1062",332,56.64965,3.379536,10,7,24.24444,26.925,8,4.348793,5.045275,196,2.333333,0,1,0,0.1666667,954,0
"1063",332,33.57316,3.379536,10,7,24.24444,27.26945,8,4.68477,4.94341,196,2.422481,0,0,1,0.1666667,954,0
"1064",332,49.09743,3.379536,10,7,24.24444,27.54167,8,4.350369,5.785815,196,2.251938,0,0,0,0.1666667,954,0
"1065",333,38.8275,2.963089,10,5,28.94444,36.33611,8,3.290195,5.439708,196,5.511628,1,0,0,0.34375,6053.5,0
"1066",333,21.573,2.963089,10,5,28.94444,36.65556,8,4.428802,5.025991,196,5.934109,0,1,0,0.34375,6053.5,0
"1067",333,19.59973,2.963089,10,5,28.94444,36.99444,8,4.665324,4.937484,196,5.891473,0,0,1,0.34375,6053.5,0
"1068",333,18.67593,2.963089,10,5,28.94444,37.28056,8,3.573591,6.559183,196,6.178295,0,0,0,0.34375,6053.5,0
"1069",334,52.27129,3.312367,8,11,20.80833,26.15556,9,3.262911,5.443948,196,2.251938,1,0,0,0.5,2238,0
"1070",334,21.18483,3.312367,8,11,20.80833,26.59444,9,4.048426,5.232529,196,2.251938,0,1,0,0.5,2238,0
"1071",334,65.93371,3.312367,8,11,20.80833,26.86944,9,4.491498,5.277687,196,2.379845,0,0,1,0.5,2238,0
"1072",334,43.4741,3.312367,8,11,20.80833,27.15278,9,2.762516,8.40053,196,2.379845,0,0,0,0.5,2238,0
"1073",335,36.22474,4.615415,7,7,23.75,24.52222,7,3.407797,5.289486,196,2.251938,1,0,0,1.333333,15727,1
"1074",335,77.42316,4.615415,7,7,23.75,24.90556,7,4.220996,5.710162,196,2.251938,0,1,0,1,15727,1
"1075",335,54.08421,4.615415,7,7,23.75,25.23611,7,4.205277,7.126104,196,2.251938,0,0,1,1,15727,1
"1076",335,69.3544,4.615415,7,7,23.75,25.51945,7,4.381137,5.343513,196,2.251938,0,0,0,1,15727,1
"1077",336,43.64453,2.538137,6,0,26.83611,41.82222,6,5.20113,4.06424,196,3.383721,1,0,0,0.25,448,0
"1078",336,31.81192,2.538137,6,0,26.83611,42.20278,6,4.347068,5.719074,196,3.515504,0,1,0,0.25,448,0
"1079",336,25.66598,2.538137,6,0,26.83611,42.5,6,4.161403,4.673572,196,3.344961,0,0,1,0.25,448,0
"1080",336,29.82641,2.538137,6,0,26.83611,42.81389,6,3.5532,5.566002,196,3.344961,0,0,0,0.25,448,0
"1081",337,25.67105,2.928602,4,5,25.94167,33.89167,5,3.208054,5.323506,196,3.620155,1,0,0,0.06875,2380,0
"1082",337,31.926,2.928602,4,5,25.94167,34.21111,5,4.301013,5.879767,196,3.996124,0,1,0,0.06875,2380,0
"1083",337,25.35006,2.928602,4,5,25.94167,34.55,5,4.548848,4.787308,196,4.085271,0,0,1,0.06875,2380,0
"1084",337,23.56367,2.928602,4,5,25.94167,34.83611,5,5.846955,4.71012,196,4.042635,0,0,0,0.0589286,2380,0
"1085",338,50.14175,3.851404,4,6,25.78056,28.53889,7,5.76564,5.216531,196,3.015504,1,0,0,0.375,6206.5,0
"1086",338,41.55229,3.851404,4,6,25.78056,28.86111,7,4.337183,4.759863,196,3.104651,0,1,0,0.375,6206.5,0
"1087",338,31.28622,3.851404,4,6,25.78056,29.19722,7,4.178845,5.643362,196,3.104651,0,0,1,0.3,6206.5,0
"1088",338,63.85597,3.851404,4,6,25.78056,29.47778,7,4.560146,5.823362,196,3.104651,0,0,0,0.3,6206.5,0
"1089",339,50.28628,3.871582,10,6,43.15278,48.26667,3,3.25436,4.684022,196,4.492248,1,0,0,0.3928571,66140.5,1
"1090",339,25.38039,3.871582,10,6,43.15278,48.65,3,4.010294,5.113968,196,4.620155,0,1,0,0.3928571,66140.5,1
"1091",339,31.10998,3.871582,10,6,43.15278,48.92778,3,4.431936,5.538083,196,4.620155,0,0,1,0.3928571,66140.5,1
"1092",339,21.80624,3.871582,10,6,43.15278,49.21666,3,4.07144,5.821516,196,4.709302,0,0,0,0.3928571,66140.5,1
"1093",341,21.37781,2.685875,6,6,30.86944,34.16111,4,3.159242,4.53561,196,6.031008,1,0,0,0.4375,5948.5,0
"1094",341,21.29885,2.685875,6,6,30.86944,34.53611,4,3.822364,5.25073,196,6.031008,0,1,0,0.3888889,5948.5,0
"1095",341,10.76533,2.685875,6,6,30.86944,34.87222,4,4.111978,5.385752,196,6.197674,0,0,1,0.3888889,5948.5,0
"1096",341,7.385195,2.685875,6,6,30.86944,35.15833,4,3.152774,6.481399,196,5.689922,0,0,0,0.3888889,5948.5,0
"1097",342,18.67444,0.1044521,6,0,35.22222,40.45278,4,3.23329,4.22545,196,7.147287,1,0,0,0.6666667,25243,1
"1098",342,23.96622,0.1044521,6,0,35.22222,40.83333,4,4.353599,5.234962,196,7.275194,0,1,0,0.6666667,25243,1
"1099",342,27.4981,0.1044521,6,0,35.22222,41.16111,4,4.175846,4.752244,196,7.275194,0,0,1,0.6666667,25243,1
"1100",342,19.09909,0.1044521,6,0,35.22222,41.45,4,3.477068,5.693385,196,7.275194,0,0,0,0.6666667,25243,1
"1101",343,53.6166,3.64224,10,7,23.74444,26.14722,6,2.69013,5.373428,196,2.887597,1,0,0,0.375,3644,0
"1102",343,48.65147,3.64224,10,7,23.74444,26.51111,6,4.357243,5.241375,196,2.887597,0,1,0,0.3,3644,0
"1103",343,39.76951,3.64224,10,7,23.74444,26.83333,6,3.963741,5.20483,196,2.887597,0,0,1,0.3,3644,0
"1104",343,40.19365,3.64224,10,7,23.74444,27.125,6,3.956756,4.916403,196,2.887597,0,0,0,0.3,3644,0
"1105",344,17.94845,3.199309,8,9,25.98611,30.02222,6,3.369457,5.628413,196,2.379845,1,0,0,0,2280,1
"1106",344,23.40701,3.199309,8,9,25.98611,30.40278,6,4.442568,5.202157,196,2.379845,0,1,0,0,2280,1
"1107",344,27.07762,3.199309,8,9,25.98611,30.72778,6,4.365575,4.982713,196,2.379845,0,0,1,0,2280,1
"1108",344,14.49343,3.199309,8,9,25.98611,31.025,6,2.804842,7.463587,196,2.379845,0,0,0,0,2280,1
"1109",345,31.44757,3.625982,8,5,22.78889,31.9,6,2.88975,4.8014,196,2.511628,1,0,0,0.25,3879,0
"1110",345,43.27176,3.625982,8,5,22.78889,32.28889,6,4.356869,5.003278,196,2.848837,0,1,0,0.25,3879,0
"1111",345,57.07649,3.625982,8,5,22.78889,32.65278,6,3.80183,4.734375,196,2.848837,0,0,1,0.25,3879,0
"1112",345,48.37491,3.625982,8,5,22.78889,32.93333,6,2.266588,4.971713,196,2.848837,0,0,0,0.25,3879,0
"1113",347,32.12519,4.317202,8,3,18.61111,43.99722,7,3.567416,5.4063,196,2.255814,1,0,0,0,1330,0
"1114",347,42.20678,4.317202,8,3,18.61111,44.38333,7,4.627181,4.88719,196,2.255814,0,1,0,0,1330,0
"1115",347,75.05808,4.317202,8,3,18.61111,44.74445,7,4.24088,5.435239,196,2.255814,0,0,1,0,1330,0
"1116",347,45.5473,4.317202,8,3,18.61111,45.03055,7,4.305894,5.809178,196,1.693798,0,0,0,0,1330,0
"1117",348,33.99542,2.802379,4,7,31.01111,31.925,5,3.496174,5.3215,196,5.410853,1,0,0,0.2857143,5212.5,0
"1118",348,26.84239,2.802379,4,7,31.01111,32.31111,5,3.936293,5.238061,196,5.422481,0,1,0,0.2857143,5212.5,0
"1119",348,22.03703,2.802379,4,7,31.01111,32.68611,5,4.208849,5.348876,196,5.422481,0,0,1,0.2857143,5212.5,0
"1120",348,21.18882,2.802379,4,7,31.01111,32.95833,5,4.303123,5.917962,196,5.422481,0,0,0,0.2857143,5212.5,0
"1121",349,22.25364,3.441722,6,4,41.61111,42.90277,8,2.49326,5.5462,196,8.624031,1,0,0,0.1818182,9408.5,0
"1122",349,15.63305,3.441722,6,4,41.61111,43.29167,8,4.184611,6.285766,196,8.321706,0,1,0,0.1818182,9408.5,0
"1123",349,18.27823,3.441722,6,4,41.61111,43.65277,8,4.213731,4.728637,196,9.383721,0,0,1,0.1818182,9408.5,0
"1124",349,9.053,3.441722,6,4,41.61111,43.94167,8,2.300375,5.023195,196,9.213179,0,0,0,0.1818182,9408.5,0
"1125",350,16.21273,2.969248,5,2,41.68333,42.46111,3,3.173222,4.2474,196,8.155039,1,0,0,0,856,0
"1126",350,7.654636,2.969248,5,2,41.68333,42.85278,3,4.168065,5.052529,196,8.965117,0,1,0,0,856,0
"1127",350,10.48386,2.969248,5,2,41.68333,43.21666,3,3.996407,4.833084,196,9.081395,0,0,1,0,856,0
"1128",350,7.576089,2.969248,5,2,41.68333,43.50278,3,2.26063,4.893249,196,8.527132,0,0,0,0,856,0
"1129",351,19.74771,3.349994,4,4,45.74166,42.37222,5,2.99548,4.5656,196,5.75969,1,0,0,0.0357143,708,0
"1130",351,17.68607,3.349994,4,4,45.74166,42.75833,5,4.33956,4.956115,196,5.75969,0,1,0,0.0357143,708,0
"1131",351,20.63333,3.349994,4,4,45.74166,43.12222,5,4.223589,5.647239,196,5.034883,0,0,1,0.0357143,708,0
"1132",351,21.15727,3.349994,4,4,45.74166,43.41111,5,4.257565,5.118463,196,5.875969,0,0,0,0.03125,708,0
"1133",352,44.62047,4.485393,12,12,32.37222,40.73056,9,3.249844,5.5278,196,4.313953,1,0,0,0.4583333,24424,1
"1134",352,50.83,4.485393,12,12,32.37222,41.11944,9,5.57296,5.307547,196,4.313953,0,1,0,0.4583333,24424,1
"1135",352,40.18166,4.485393,12,12,32.37222,41.49444,9,3.538819,4.237199,196,4.403101,0,0,1,0.4583333,24424,1
"1136",352,43.82784,4.485393,12,12,32.37222,41.76944,9,2.710407,5.041012,196,4.403101,0,0,0,0.34375,24424,1
"1137",355,38.074,3.726955,2,4,30.31111,31.64722,7,3.06007,4.3619,196,3.945736,1,0,0,0.125,1282,0
"1138",355,28.1129,3.726955,2,4,30.31111,32.025,7,4.3043,4.78476,196,3.22093,0,1,0,0.125,1282,0
"1139",355,29.40194,3.726955,2,4,30.31111,32.38611,7,3.760266,5.204017,196,4.062016,0,0,1,0.125,1282,0
"1140",355,37.7329,3.726955,2,4,30.31111,32.675,7,4.239913,4.873574,196,4.062016,0,0,0,0.125,1282,0
"1141",356,24.19953,3.259836,4,0,29.6,29.70833,11,3.07087,3.5546,196,6.081395,1,0,0,0.0234375,7152.5,0
"1142",356,25.09685,3.259836,4,0,29.6,30.10555,11,3.916571,5.436821,196,6.081395,0,1,0,0.0234375,7152.5,0
"1143",356,19.9023,3.259836,4,0,29.6,30.475,11,4.149716,4.721299,196,6.197674,0,0,1,0.0234375,7152.5,0
"1144",356,22.26428,3.259836,4,0,29.6,30.75,11,3.840302,5.612191,196,6.197674,0,0,0,0.0234375,7152.5,0
"1145",357,22.49258,3.747075,10,6,18.58333,26.03889,5,6.85136,6.19,196,2.387597,1,0,0,0,2220,0
"1146",357,30.5235,3.747075,10,6,18.58333,26.41389,5,4.866208,5.070936,196,2.476744,0,1,0,0,2220,0
"1147",357,27.26447,3.747075,10,6,18.58333,26.78333,5,4.305311,4.976466,196,2.306201,0,0,1,0,2220,0
"1148",357,25.23478,3.747075,10,6,18.58333,27.06944,5,2.006168,5.050779,196,2.251938,0,0,0,0,2220,0
"1149",358,21.79288,2.485551,6,4,40.68889,42.46944,6,3.270176,7.4915,196,8.763566,1,0,0,0.25,13837,1
"1150",358,39.16314,2.485551,6,4,40.68889,42.83333,6,4.342021,5.140684,196,8.806202,0,1,0,0.25,13837,1
"1151",358,29.80184,2.485551,6,4,40.68889,43.21666,6,4.209497,5.617115,196,8.806202,0,0,1,0.25,13837,1
"1152",358,17.31592,2.485551,6,4,40.68889,43.50555,6,1.925966,6.813047,196,8.817829,0,0,0,0.25,13837,1
"1153",359,21.73654,2.761363,6,7,36.67222,34.91389,3,3.471604,5.412,196,6.782946,1,0,0,0.3333333,20105,1
"1154",359,21.7821,2.761363,6,7,36.67222,35.29445,3,3.956851,4.63629,196,7.027132,0,1,0,0.3,20105,1
"1155",359,16.64194,2.761363,6,7,36.67222,35.65556,3,3.412738,5.383366,196,6.147287,0,0,1,0.2727273,20105,1
"1156",359,18.42596,2.761363,6,7,36.67222,35.94722,3,2.701773,5.748312,196,7.120155,0,0,0,0.2727273,20105,1
"1157",361,64.93901,4.837983,14,14,36.88055,37.14167,11,2.675,4.7513,196,8.44186,1,0,0,0.46875,107280,1
"1158",361,103.7502,4.837983,14,14,36.88055,37.52222,11,3.83644,4.841242,196,8.534883,0,1,0,0.46875,107280,1
"1159",361,62.45971,4.837983,14,14,36.88055,37.89444,11,4.207763,6.469089,196,8.48062,0,0,1,0.46875,107280,1
"1160",361,64.54202,4.837983,14,14,36.88055,38.175,11,3.0597,5.80569,196,8.445737,0,0,0,0.46875,107280,1
"1161",362,13.91156,3.566755,5,6,42.15,49.29445,6,3.308657,5.9794,196,9.127907,1,0,0,0.2916667,4782,0
"1162",362,15.74573,3.566755,5,6,42.15,49.68056,6,4.012258,5.039871,196,9.5,0,1,0,0.2692308,4782,0
"1163",362,18.78308,3.566755,5,6,42.15,50.04445,6,4.234388,4.817981,196,9.705426,0,0,1,0.2916667,4782,0
"1164",362,18.82723,3.566755,5,6,42.15,50.33333,6,3.140056,4.851911,196,9.77907,0,0,0,0.2916667,4782,0
"1165",364,35.73667,4.054962,6,6,24.61389,35.36944,9,3.9,5.013616,146,2.251938,1,0,0,0,2266,0
"1166",364,36.125,4.054962,6,6,24.61389,35.60278,9,3.67,3.85289,146,2.251938,0,1,0,0,2266,0
"1167",364,31.40738,4.054962,6,6,24.61389,35.99166,9,3.67,4.063733,146,2.251938,0,0,1,0,2266,0
"1168",364,60.85811,4.054962,6,6,24.61389,36.28056,9,2.969225,4.981379,146,2.251938,0,0,0,0,2266,0
"1169",365,28.10498,3.282279,4,6,35.34722,43.49167,11,3.274811,4.825797,146,4.51938,1,0,0,0,245,0
"1170",365,16.0395,3.282279,4,6,35.34722,43.72778,11,3.67,4.335362,146,4.51938,0,1,0,0,245,0
"1171",365,26.45975,3.282279,4,6,35.34722,44.11667,11,3.67,4.555836,146,4.531008,0,0,1,0,245,0
"1172",365,25.07538,3.282279,4,6,35.34722,44.4,11,2.969225,4.642363,146,4.531008,0,0,0,0,245,0
"1173",366,31.7475,3.883393,6,4,32.53889,35.85833,11,3.9,4.587081,146,3.22093,1,0,0,0,762.5,0
"1174",366,22.848,3.883393,6,4,32.53889,36.08889,11,3.67,3.908812,146,3.22093,0,1,0,0,762.5,0
"1175",366,36.13384,3.883393,6,4,32.53889,36.46667,11,3.67,5.069769,146,3.22093,0,0,1,0,762.5,0
"1176",366,48.0488,3.883393,6,4,32.53889,36.75834,11,3.0782,4.648228,146,3.22093,0,0,0,0,762.5,0
"1177",367,69.07437,3.536333,4,5,25.11389,46.33889,10,3.9,4.33814,146,2.329457,1,0,0,0.4166667,1150,0
"1178",367,63.62667,3.536333,4,5,25.11389,46.6,10,3.67,4.813562,146,2.329457,0,1,0,0.4166667,1150,0
"1179",367,85.94975,3.536333,4,5,25.11389,46.95833,10,3.67,4.467969,146,2.329457,0,0,1,0.4166667,1150,0
"1180",367,83.93325,3.536333,4,5,25.11389,47.25,10,2.969225,4.651451,146,2.329457,0,0,0,0.4166667,1150,0
"1181",368,38.84316,3.995959,9,6,44.73611,47.48333,10,3.9,4.454455,146,7.251938,1,0,0,0,283,0
"1182",368,32.11045,3.995959,9,6,44.73611,47.71389,10,3.67,5.145798,146,7.48062,0,1,0,0,283,0
"1183",368,33.83959,3.995959,9,6,44.73611,48.09445,10,3.67,4.655715,146,6.434109,0,0,1,0,283,0
"1184",368,28.88236,3.995959,9,6,44.73611,48.38333,10,2.969225,5.691198,146,7.434109,0,0,0,0,283,0
"1185",369,33.443,3.901134,6,7,26.46944,30.28333,11,3.9,4.722654,146,4.20155,1,0,0,0.6041667,47292,0
"1186",369,24.94683,3.901134,6,7,26.46944,30.51111,11,3.67,3.846477,146,3.782946,0,1,0,0.6041667,47292,0
"1187",369,40.45552,3.901134,6,7,26.46944,30.89445,11,3.67,4.472847,146,4.248062,0,0,1,0.6041667,47292,0
"1188",369,44.98282,3.901134,6,7,26.46944,31.18889,11,2.969225,4.424587,146,4.337209,0,0,0,0.6041667,47292,0
"1189",371,41.20583,4.161634,6,2,40.81944,44.23889,7,3.9,4.13219,146,9.430233,1,0,0,0.5454546,86439.5,0
"1190",371,57.81119,4.161634,6,2,40.81944,44.475,7,3.67,3.665504,146,9.430233,0,1,0,0.5454546,86439.5,0
"1191",371,37.72367,4.161634,6,2,40.81944,44.9,7,3.67,5.002092,146,9.430233,0,0,1,0.5,86439.5,0
