"","hhid","ffexwkpc","lny","mothed","fathed","mothage","fathage","nutrsc1","qrpcorn","qrprice","popden","adeqvhh","rd1","rd2","rd3","cultarpc","avnetwth","electr"
"1405",430,28.23998,3.29609,8,14,25.58333,47.08611,9,3.127772,5.983759,119,4.011628,1,0,0,0.25,34653.5,1
"1406",430,31.28992,3.29609,8,14,25.58333,47.375,9,4.464794,5.166084,119,4.736434,0,1,0,0.25,34653.5,1
"1407",430,30.88243,3.29609,8,14,25.58333,47.75,9,4.312905,3.782224,119,4.736434,0,0,1,0.1875,34653.5,1
"1408",430,27.35858,3.29609,8,14,25.58333,48.01944,9,3.193656,5.084249,119,4.736434,0,0,0,0.1875,34653.5,1
"1409",431,65.22582,3.789233,10,10,32.16667,41.53056,14,2.78937,6.024108,119,2.329457,1,0,0,0.5,21200,1
"1410",431,50.83746,3.789233,10,10,32.16667,41.88056,14,3.786071,5.367565,119,3.054264,0,1,0,0.5,21200,1
"1411",431,56.10664,3.789233,10,10,32.16667,42.25,14,4.211346,5.346985,119,3.054264,0,0,1,0.5,21200,1
"1412",431,55.22124,3.789233,10,10,32.16667,42.52222,14,3.100825,5.971227,119,3.143411,0,0,0,0.5,21200,1
"1413",432,21.206,3.451943,6,7,41.50834,41.07778,8,4.348436,6.091335,119,3.856589,1,0,0,0.2,6479.5,1
"1414",432,21.5934,3.451943,6,7,41.50834,41.425,8,4.012172,5.134399,119,3.868217,0,1,0,0.2,6479.5,1
"1415",432,23.17371,3.451943,6,7,41.50834,41.8,8,4.229122,4.928667,119,3.868217,0,0,1,0.2,6479.5,1
"1416",432,30.9053,3.451943,6,7,41.50834,42.06945,8,3.543704,4.903808,119,3.868217,0,0,0,0.2,6479.5,1
"1417",435,18.59091,3.22141,6,6,30.95833,37.79445,6,2.40308,4.924607,119,7.864341,1,0,0,0.0227273,6280,0
"1418",435,17.04559,3.22141,6,6,30.95833,38.07222,6,3.975049,4.980824,119,8.546512,0,1,0,0.0227273,6280,0
"1419",435,20.01566,3.22141,6,6,30.95833,38.46111,6,4.200089,4.759424,119,8.806202,0,0,1,0.0227273,6280,0
"1420",435,21.01792,3.22141,6,6,30.95833,38.73056,6,3.194115,5.573011,119,8.581395,0,0,0,0.0227273,6280,0
"1421",436,69.51194,3.498068,10,8,36.37778,38.90278,9,2.949483,5.859692,119,6.158915,1,0,0,0.125,4018,0
"1422",436,37.00055,3.498068,10,8,36.37778,39.18333,9,3.952654,5.007957,119,6.104651,0,1,0,0.125,4018,0
"1423",436,44.99517,3.498068,10,8,36.37778,39.58611,9,3.536077,5.765722,119,6.054264,0,0,1,0.125,4018,0
"1424",436,29.44305,3.498068,10,8,36.37778,39.83333,9,3.585386,4.960761,119,6.065891,0,0,0,0.125,4018,0
"1425",438,47.4142,3.789516,6,6,47.04445,47.84723,14,3.034519,4.931446,119,9.771317,1,0,0,0.2272727,20399,1
"1426",438,31.00807,3.789516,6,6,47.04445,48.18611,14,3.784495,6.138887,119,9.860465,0,1,0,0.1785714,20399,1
"1427",438,35.56211,3.789516,6,6,47.04445,48.57222,14,3.608327,5.465168,119,9.806202,0,0,1,0.1923077,20399,1
"1428",438,52.24955,3.789516,6,6,47.04445,48.83889,14,3.218055,5.854358,119,9.124031,0,0,0,0.2083333,20399,1
"1429",439,44.72432,3.529283,6,8,37.18889,48.13333,14,3.038307,3.85751,119,7.593023,1,0,0,0.2777778,3372.5,0
"1430",439,36.98161,3.529283,6,8,37.18889,48.48056,14,4.36616,5.115088,119,7.72093,0,1,0,0.2777778,3372.5,0
"1431",439,22.67437,3.529283,6,8,37.18889,48.85833,14,4.259068,4.930548,119,7.72093,0,0,1,0.2777778,3372.5,0
"1432",439,23.51494,3.529283,6,8,37.18889,49.11945,14,2.946486,6.548918,119,7.72093,0,0,0,0.2777778,3372.5,0
"1433",440,26.97333,2.980029,5,7,46.91667,50.41667,7,2.76855,5.307677,126,7.492248,1,0,0,0.3888889,11217.5,0
"1434",440,26.78633,2.980029,5,7,46.91667,50.75,7,3.927762,4.825549,126,7.492248,0,1,0,0.3888889,11217.5,0
"1435",440,28.54221,2.980029,5,7,46.91667,51.08333,7,4.153093,5.305042,126,7.492248,0,0,1,0.3888889,11217.5,0
"1436",440,19.34233,2.980029,5,7,46.91667,51.41667,7,3.507869,5.484627,126,7.503876,0,0,0,0.3888889,11217.5,0
"1437",441,26.5738,3.765549,6,6,32.25,33.91667,13,3.178294,5.339782,126,5.972868,1,0,0,0.578125,13341,0
"1438",441,27.87161,3.765549,6,6,32.25,34.25,13,3.81347,4.935316,126,6.127907,0,1,0,0.578125,13341,0
"1439",441,20.38911,3.765549,6,6,32.25,34.58333,13,4.103578,3.825695,126,6.127907,0,0,1,0.578125,13341,0
"1440",441,17.91163,3.765549,6,6,32.25,34.91667,13,3.422461,4.8346,126,6.217054,0,0,0,0.4625,13341,0
"1441",442,21.10074,3.941793,14,10,39.12778,37.60556,8,2.897865,5.828918,126,5.98062,1,0,0,0.3125,34733.5,1
"1442",442,28.3268,3.941793,14,10,39.12778,37.96944,8,3.891446,5.594947,126,5.98062,0,1,0,0.3125,34733.5,1
"1443",442,17.27393,3.941793,14,10,39.12778,38.29167,8,2.054698,5.217171,126,5.434109,0,0,1,0.3125,34733.5,1
"1444",442,17.13898,3.941793,14,10,39.12778,38.56945,8,3.146158,4.090135,126,6.069767,0,0,0,0.3125,34733.5,1
"1445",443,30.64125,3.459866,6,6,29.56667,31.01667,5,3.046006,5.296185,126,5.217054,1,0,0,0,1546.5,0
"1446",443,25.74225,3.459866,6,6,29.56667,31.36667,5,3.984606,5.181785,126,5.217054,0,1,0,0,1546.5,0
"1447",443,17.96056,3.459866,6,6,29.56667,31.71389,5,3.608678,4.360896,126,6.058139,0,0,1,0,1546.5,0
"1448",443,24.06246,3.459866,6,6,29.56667,31.97222,5,3.50385,5.645113,126,6.186047,0,0,0,0,1546.5,0
"1449",445,15.4925,3.495452,6,4,23.41667,21.98055,5,2.834841,5.872062,126,2.930233,1,0,0,0.375,1908,0
"1450",445,33.7059,3.495452,6,4,23.41667,22.30556,5,3.982005,5.101842,126,2.75969,0,1,0,0.3,1908,0
"1451",445,13.03348,3.495452,6,4,23.41667,22.64722,5,4.243694,4.796546,126,2.75969,0,0,1,0.3,1908,0
"1452",445,24.44145,3.495452,6,4,23.41667,22.93333,5,4.343277,4.758226,126,2.75969,0,0,0,0.3,1908,0
"1453",446,25.05813,3.685374,8,8,35.16667,39.76667,7,2.732537,4.29779,126,5.465117,1,0,0,0.5892857,16181,0
"1454",446,34.16183,3.685374,8,8,35.16667,40.13889,7,3.831154,6.017836,126,4.414729,0,1,0,0.5892857,16181,0
"1455",446,16.07816,3.685374,8,8,35.16667,40.43889,7,3.067353,5.052084,126,5.709302,0,0,1,0.5892857,16181,0
"1456",446,19.57682,3.685374,8,8,35.16667,40.725,7,3.502001,5.054358,126,5.53876,0,0,0,0.5892857,16181,0
"1457",447,38.76128,4.346633,7,12,23.6,23.04722,9,3.053341,5.532634,126,4.410853,1,0,0,1.083333,22820,1
"1458",447,25.51275,4.346633,7,12,23.6,23.39445,9,4.04465,5.349527,126,3.992248,0,1,0,1.083333,22820,1
"1459",447,21.64101,4.346633,7,12,23.6,23.71111,9,2.339694,5.021472,126,4.627907,0,0,1,1.083333,22820,1
"1460",447,20.1131,4.346633,7,12,23.6,23.98889,9,4.735906,5.00032,126,4.457365,0,0,0,1.083333,22820,1
"1461",448,47.32864,4.543983,6,6,37.33333,42.16667,11,2.917038,4.20163,126,4.98062,1,0,0,0.5,56700.5,0
"1462",448,46.65959,4.543983,6,6,37.33333,42.5,11,3.801485,4.942332,126,5.705426,0,1,0,0.5,56700.5,0
"1463",448,14.04245,4.543983,6,6,37.33333,42.83333,11,3.608678,5.77162,126,5.705426,0,0,1,0.5,56700.5,0
"1464",448,27.56442,4.543983,6,6,37.33333,43.16667,11,4.276227,4.686565,126,5.651163,0,0,0,0.5,56700.5,0
"1465",449,25.59134,3.714725,6,4,28.52778,28.29722,12,3.046951,5.871463,126,4.624031,1,0,0,0.4642857,11986,0
"1466",449,31.54107,3.714725,6,4,28.52778,28.65556,12,3.954103,4.800265,126,4.96124,0,1,0,0.4642857,11986,0
"1467",449,14.31489,3.714725,6,4,28.52778,28.96389,12,3.79984,4.818968,126,5.089147,0,0,1,0.4642857,11986,0
"1468",449,24.12476,3.714725,6,4,28.52778,29.25,12,4.313754,6.434968,126,5.178295,0,0,0,0.4642857,11986,0
"1469",451,14.74055,2.816448,6,4,20.28611,22.95556,6,3.082895,5.925066,126,3.75969,1,0,0,0.3,3276,0
"1470",451,17.102,2.816448,6,4,20.28611,23.31944,6,4.011111,5.014806,126,3.887597,0,1,0,0.3,3276,0
"1471",451,20.40665,2.816448,6,4,20.28611,23.65833,6,4.563422,2.468303,126,3.887597,0,0,1,0.3,3276,0
"1472",451,19.76418,2.816448,6,4,20.28611,23.94444,6,3.44188,4.823031,126,3.887597,0,0,0,0.25,3276,0
"1473",453,15.28951,2.568008,10,3,26.91667,27.75,10,2.876742,5.23519,126,5.434109,1,0,0,0.25,2146.5,0
"1474",453,23.08895,2.568008,10,3,26.91667,28.08333,10,4.004992,5.091902,126,5.015504,0,1,0,0.25,2146.5,0
"1475",453,13.51372,2.568008,10,3,26.91667,28.41667,10,4.385205,4.727235,126,5.48062,0,0,1,0.25,2146.5,0
"1476",453,14.44365,2.568008,10,3,26.91667,28.75,10,4.361051,4.771544,126,5.635659,0,0,0,0.25,2146.5,0
"1477",456,52.1308,3.976087,4,4,41.68333,43.05833,7,2.880659,5.158507,126,6.829457,1,0,0,1.125,42046,1
"1478",456,46.55356,3.976087,4,4,41.68333,43.38333,7,3.919849,4.906612,126,6.829457,0,1,0,1.125,42046,1
"1479",456,36.57004,3.976087,4,4,41.68333,43.69444,7,3.379141,5.381427,126,5.934109,0,0,1,1.125,42046,1
"1480",456,30.3446,3.976087,4,4,41.68333,43.98611,7,3.585318,5.504573,126,6.732558,0,0,0,1,42046,1
"1481",458,25.11781,4.372452,7,9,44.775,48.52777,8,3.137981,5.571014,126,6.178295,1,0,0,0.140625,13925,1
"1482",458,35.92534,4.372452,7,9,44.775,48.86945,8,4.376461,5.347143,126,6.124031,0,1,0,0.140625,13925,1
"1483",458,13.325,4.372452,7,9,44.775,49.17778,8,4.656457,5.003493,126,6.124031,0,0,1,0.1022727,13925,1
"1484",458,19.15145,4.372452,7,9,44.775,49.45278,8,3.612136,6.59367,126,6.124031,0,0,0,0.1125,13925,1
"1485",459,21.02875,3.606668,5,5,31.06944,32.33055,4,3.0215,5.31465,126,5.178295,1,0,0,0.0625,1217,0
"1486",459,24.75838,3.606668,5,5,31.06944,32.61111,4,3.947115,5.179655,126,6.27907,0,1,0,0.0625,1217,0
"1487",459,15.82017,3.606668,5,5,31.06944,32.93889,4,4.198217,4.803533,126,6.27907,0,0,1,0.0625,1217,0
"1488",459,14.87572,3.606668,5,5,31.06944,33.25278,4,3.099101,4.84297,126,6.395349,0,0,0,0.0625,1217,0
"1489",460,17.85625,2.779246,5,5,29.50556,32.04167,6,3.035388,6.013936,126,5.348837,1,0,0,0.0625,2154,0
"1490",460,18.11669,2.779246,5,5,29.50556,32.34444,6,3.947505,4.914627,126,6.139535,0,1,0,0.0625,2154,0
"1491",460,10.84052,2.779246,5,5,29.50556,32.65,6,4.20723,4.733322,126,5.968992,0,0,1,0.0625,2154,0
"1492",460,16.26145,2.779246,5,5,29.50556,32.94722,6,4.432847,4.728124,126,5.968992,0,0,0,0.0625,2154,0
"1493",461,38.64,3.479697,6,4,24.50278,26.58611,7,3.01199,6.309143,126,2.379845,1,0,0,0,565,0
"1494",461,34.2635,3.479697,6,4,24.50278,26.88611,7,3.998685,5.08316,126,2.379845,0,1,0,0,565,0
"1495",461,21.15468,3.479697,6,4,24.50278,27.19444,7,4.243354,4.966188,126,2.379845,0,0,1,0,565,0
"1496",461,19.33639,3.479697,6,4,24.50278,27.48889,7,3.522084,5.038054,126,1.744186,0,0,0,0,565,0
"1497",462,23.34361,3.054977,6,3,34.31667,34.97222,13,2.993584,5.443007,126,5.643411,1,0,0,0.1428571,3291.5,0
"1498",462,34.82693,3.054977,6,3,34.31667,35.31389,13,5.980581,5.211908,126,5.643411,0,1,0,0.1428571,3291.5,0
"1499",462,20.06175,3.054977,6,3,34.31667,35.63334,13,3.608678,4.882979,126,5.643411,0,0,1,0.1428571,3291.5,0
"1500",462,19.13475,3.054977,6,3,34.31667,35.91945,13,3.973078,4.918961,126,5.79845,0,0,0,0.1428571,3291.5,0
"1501",464,16.70512,2.859314,5,3,34.40556,39.99444,9,2.761318,5.655367,126,4.496124,1,0,0,0.1666667,641.5,0
"1502",464,17.02656,2.859314,5,3,34.40556,40.35278,9,3.965928,5.225751,126,4.674418,0,1,0,0.125,641.5,0
"1503",464,21.73503,2.859314,5,3,34.40556,40.76111,9,4.17824,4.867804,126,4.503876,0,0,1,0.125,641.5,0
"1504",464,18.41334,2.859314,5,3,34.40556,41.04722,9,3.482787,4.917087,126,4.503876,0,0,0,0.125,641.5,0
"1505",466,47.28108,4.059423,9,14,43.76389,42.13889,14,2.765893,5.785372,126,5.48062,1,0,0,0.1428571,39655,0
"1506",466,36.28473,4.059423,9,14,43.76389,42.5,14,3.969477,5.61205,126,5.48062,0,1,0,0.1428571,39655,0
"1507",466,38.11406,4.059423,9,14,43.76389,42.89722,14,4.183715,5.174044,126,5.709302,0,0,1,0.1428571,39655,0
"1508",466,29.28645,4.059423,9,14,43.76389,43.18611,14,2.893898,5.051435,126,5.709302,0,0,0,0.1428571,39655,0
"1509",470,40.31333,2.946999,5,10,19.78611,30.67222,10,2.755997,5.391925,126,2.379845,1,0,0,0.4166667,2257,0
"1510",470,38.046,2.946999,5,10,19.78611,31.02222,10,3.934561,5.251224,126,2.379845,0,1,0,0.4166667,2257,0
"1511",470,19.80993,2.946999,5,10,19.78611,31.41667,10,4.007832,5.787008,126,2.379845,0,0,1,0.4166667,2257,0
"1512",470,35.84439,2.946999,5,10,19.78611,31.68889,10,3.497447,4.895735,126,2.379845,0,0,0,0.4166667,2257,0
"1513",471,20.472,3.421521,1,7,37.37778,49.00278,6,2.742466,5.803661,126,3.883721,1,0,0,0.125,11306,0
"1514",471,20.9185,3.421521,1,7,37.37778,49.35,6,3.932155,5.140654,126,3.883721,0,1,0,0.125,11306,0
"1515",471,18.72381,3.421521,1,7,37.37778,49.74445,6,4.198834,4.71404,126,3.833333,0,0,1,0.125,11306,0
"1516",471,22.24404,3.421521,1,7,37.37778,50.01667,6,2.659606,4.734013,126,3.833333,0,0,0,0.125,11306,0
"1517",472,16.1325,3.010252,4,4,22.89167,31.93056,6,2.776475,6.056824,126,2.887597,1,0,0,0,475,0
"1518",472,24.7775,3.010252,4,4,22.89167,32.29167,6,3.938612,5.122864,126,2.887597,0,1,0,0,475,0
"1519",472,13.29265,3.010252,4,4,22.89167,32.65833,6,4.195311,4.75985,126,2.887597,0,0,1,0,475,0
"1520",472,24.09744,3.010252,4,4,22.89167,32.94445,6,4.272904,4.75852,126,2.887597,0,0,0,0,475,0
"1521",473,15.2444,3.647299,4,6,29.36389,29.36944,8,2.792836,5.865079,126,3.523256,1,0,0,0.25,8041.5,0
"1522",473,42.71283,3.647299,4,6,29.36389,29.71944,8,3.86568,5.045191,126,3.612403,0,1,0,0.25,8041.5,0
"1523",473,26.14775,3.647299,4,6,29.36389,30.11389,8,4.007832,5.594632,126,3.612403,0,0,1,0.25,8041.5,0
"1524",473,23.91967,3.647299,4,6,29.36389,30.38611,8,2.699905,4.754252,126,3.612403,0,0,0,0.25,8041.5,0
"1525",476,47.49236,2.879068,8,3,30.47222,31.43056,8,2.7262,6.083607,126,3.829457,1,0,0,0.4,6637.5,0
"1526",476,28.73,2.879068,8,3,30.47222,31.82222,8,3.959628,5.210583,126,3.829457,0,1,0,0.4,6637.5,0
"1527",476,27.52825,2.879068,8,3,30.47222,32.15833,8,4.306363,6.362278,126,3.829457,0,0,1,0.4,6637.5,0
"1528",476,25.81257,2.879068,8,3,30.47222,32.45833,8,3.504934,5.062553,126,3.829457,0,0,0,0.4,6637.5,0
"1529",477,18.22965,2.669667,9,4,34.30833,36.525,12,2.811769,6.098915,126,6.821705,1,0,0,0.1666667,8261,1
"1530",477,18.69915,2.669667,9,4,34.30833,36.925,12,3.9814,5.365021,126,6.821705,0,1,0,0.15,8261,1
"1531",477,13.31791,2.669667,9,4,34.30833,37.26111,12,4.227798,4.969049,126,5.678295,0,0,1,0.15,8261,1
"1532",477,16.46774,2.669667,9,4,34.30833,37.54722,12,3.53162,4.992879,126,7.205426,0,0,0,0.15,8261,1
"1533",478,18.4636,3.675741,10,7,24.76667,27.46389,10,2.899795,4.69374,126,2.593023,1,0,0,0.4375,3869.5,0
"1534",478,27.41686,3.675741,10,7,24.76667,27.82222,10,4.002063,5.153437,126,2.926357,0,1,0,0.4375,3869.5,0
"1535",478,28.95839,3.675741,10,7,24.76667,28.2,10,4.238405,4.91526,126,3.05814,0,0,1,0.4375,3869.5,0
"1536",478,30.67231,3.675741,10,7,24.76667,28.48333,10,3.163156,4.940489,126,2.887597,0,0,0,0.4375,3869.5,0
"1537",480,40.36475,4.565692,14,14,43.11111,43.475,14,2.894316,4.904808,126,5.872093,1,0,0,0.125,35254.5,1
"1538",480,27.04127,4.565692,14,14,43.11111,43.89722,14,4.098051,5.37327,126,6,0,1,0,0.0909091,35254.5,1
"1539",480,25.82835,4.565692,14,14,43.11111,44.20555,14,5.174649,5.083647,126,5.364341,0,0,1,0.1,35254.5,1
"1540",480,18.10631,4.565692,14,14,43.11111,44.49722,14,3.696087,5.251062,126,6.089147,0,0,0,0.1,35254.5,1
"1541",481,22.82347,3.375974,6,3,44.28056,47.76667,7,3.055234,5.480915,126,4.697674,1,0,0,0.2916667,13557.5,0
"1542",481,27.93667,3.375974,6,3,44.28056,48.03055,7,3.988586,5.120341,126,4.697674,0,1,0,0.2916667,13557.5,0
"1543",481,22.39484,3.375974,6,3,44.28056,48.41389,7,4.22699,4.930257,126,4.709302,0,0,1,0.2916667,13557.5,0
"1544",481,15.83458,3.375974,6,3,44.28056,48.68611,7,3.104769,5.012959,126,4.709302,0,0,0,0.2916667,13557.5,0
"1545",482,77.36839,4.866629,6,5,40.99166,41.96667,9,2.961628,5.057049,126,7.608527,1,0,0,0.8888889,65870.5,0
"1546",482,76.93855,4.866629,6,5,40.99166,42.225,9,3.854224,5.65148,126,7.643411,0,1,0,0.8888889,65870.5,0
"1547",482,29.30753,4.866629,6,5,40.99166,42.60833,9,4.76914,5.215834,126,7.472868,0,0,1,0.8888889,65870.5,0
"1548",482,34.7306,4.866629,6,5,40.99166,42.88333,9,4.409381,5.712337,126,7.426357,0,0,0,0.8888889,65870.5,0
"1549",483,39.97947,3.265454,4,4,27.30556,33.87222,6,2.988849,5.336691,126,3.104651,1,0,0,0.375,6939.5,0
"1550",483,41.14212,3.265454,4,4,27.30556,34.13334,6,3.898525,5.223703,126,3.104651,0,1,0,0.375,6939.5,0
"1551",483,39.87184,3.265454,4,4,27.30556,34.51944,6,4.007832,6.03037,126,3.104651,0,0,1,0.375,6939.5,0
"1552",483,22.63274,3.265454,4,4,27.30556,34.79167,6,2.701893,5.085242,126,3.104651,0,0,0,0.375,6939.5,0
"1553",485,42.33511,5.238882,6,6,21.75833,27.16667,9,2.944065,4.37346,126,2.887597,1,0,0,1.75,31306.5,0
"1554",485,40.52696,5.238882,6,6,21.75833,27.43611,9,3.86568,5.766532,126,2.887597,0,1,0,1.166667,31306.5,0
"1555",485,36.06065,5.238882,6,6,21.75833,27.81667,9,4.165371,5.5047,126,2.887597,0,0,1,1.75,31306.5,0
"1556",485,43.97624,5.238882,6,6,21.75833,28.09444,9,3.433307,4.686655,126,3.015504,0,0,0,1.166667,31306.5,0
"1557",487,19.82749,3.307118,5,6,40.76667,45.89722,3,3.211297,5.358692,126,7.98062,1,0,0,0.25,18223,1
"1558",487,16.61603,3.307118,5,6,40.76667,46.11667,3,3.912972,5.23247,126,8.356589,0,1,0,0.25,18223,1
"1559",487,14.2299,3.307118,5,6,40.76667,46.49445,3,4.281735,4.848199,126,8.031008,0,0,1,0.25,18223,1
"1560",487,19.17571,3.307118,5,6,40.76667,46.775,3,3.456583,4.848034,126,7.903101,0,0,0,0.25,18223,1
"1561",488,29.48619,3.191778,7,9,30.48611,29.44722,12,3.460775,5.330899,126,5.352713,1,0,0,0.25,16435,0
"1562",488,36.29939,3.191778,7,9,30.48611,29.65,12,3.971481,5.174965,126,6.193799,0,1,0,0.25,16435,0
"1563",488,27.88033,3.191778,7,9,30.48611,30.04444,12,4.007832,5.34976,126,6.282946,0,0,1,0.225,16435,0
"1564",488,20.25428,3.191778,7,9,30.48611,30.31944,12,2.834274,4.879157,126,6.410853,0,0,0,0.225,16435,0
"1565",489,36.79016,3.571352,7,4,54.53056,58.9,7,3.640593,5.964445,51,5.271318,1,0,0,0.9583333,14245,1
"1566",489,18.12908,3.571352,7,4,54.53056,59.05,7,4.50633,5.266277,51,4.224806,0,1,0,0.9583333,14245,1
"1567",489,31.72063,3.571352,7,4,54.53056,59.5,7,3.861204,5.855231,51,5.224806,0,0,1,0.9583333,14245,1
"1568",489,27.29095,3.571352,7,4,54.53056,59.78889,7,3.2242,6.582427,51,5.124031,0,0,0,0.9583333,14245,1
"1569",491,66.70019,3.652062,3,5,35.69167,28.20556,10,3.140949,6.962495,51,2.976744,1,0,0,0.5625,4708,0
"1570",491,26.5668,3.652062,3,5,35.69167,28.43889,10,4.332034,4.971652,51,2.976744,0,1,0,0.5625,4708,0
"1571",491,30.85048,3.652062,3,5,35.69167,28.81111,10,4.148674,5.281302,51,2.976744,0,0,1,0.5625,4708,0
"1572",491,43.61509,3.652062,3,5,35.69167,29.1,10,3.445685,4.701759,51,2.976744,0,0,0,0.5625,4708,0
"1573",492,32.59502,3.201809,9,6,34.51389,42.66111,11,3.350452,5.838101,51,5.875969,1,0,0,0.375,59772.5,1
"1574",492,27.12543,3.201809,9,6,34.51389,42.89722,11,4.415017,7.555246,51,6.007752,0,1,0,0.3333333,59772.5,1
"1575",492,32.65548,3.201809,9,6,34.51389,43.28055,11,3.914785,5.721245,51,5.837209,0,0,1,0.3333333,59772.5,1
"1576",492,19.46246,3.201809,9,6,34.51389,43.55556,11,3.57408,6.797338,51,6.046512,0,0,0,0.3,59772.5,1
"1577",493,25.81183,2.916135,7,5,23.54445,30.075,6,3.785724,5.776824,51,2.75969,1,0,0,0.5,4075,0
"1578",493,28.46012,2.916135,7,5,23.54445,30.31667,6,4.37732,5.927404,51,2.75969,0,1,0,0.5,4075,0
"1579",493,25.06411,2.916135,7,5,23.54445,30.69167,6,4.216705,4.824612,51,2.75969,0,0,1,0.5,4075,0
"1580",493,24.09332,2.916135,7,5,23.54445,31,6,3.528203,6.415854,51,2.75969,0,0,0,0.5,4075,0
"1581",494,16.16333,2.451853,6,7,24.53889,30.54444,10,3.776054,5.955712,51,4.453488,1,0,0,0.1666667,917.5,0
"1582",494,14.41883,2.451853,6,7,24.53889,30.78611,10,4.388081,5.210837,51,4.542635,0,1,0,0.1666667,917.5,0
"1583",494,11.16414,2.451853,6,7,24.53889,31.16389,10,4.226782,4.323294,51,4.697674,0,0,1,0.1666667,917.5,0
"1584",494,11.01311,2.451853,6,7,24.53889,31.44722,10,2.704571,6.337214,51,4.697674,0,0,0,0.1666667,917.5,0
"1585",495,29.03853,3.460744,10,10,29.79167,34.65278,15,2.43887,5.942373,51,3.604651,1,0,0,0.8,6330,0
"1586",495,33.43568,3.460744,10,10,29.79167,34.89444,15,4.194342,6.015533,51,3.604651,0,1,0,0.8,6330,0
"1587",495,31.37495,3.460744,10,10,29.79167,35.28056,15,4.025105,5.810534,51,3.05814,0,0,1,0.8,6330,0
"1588",495,44.60559,3.460744,10,10,29.79167,35.55555,15,3.283666,6.449642,51,3.612403,0,0,0,0.8,6330,0
"1589",496,27.11477,3.062845,6,7,34.28056,34.65556,14,2.79607,5.769042,51,6.189922,1,0,0,0.3125,18681.5,1
"1590",496,25.20956,3.062845,6,7,34.28056,34.90833,14,4.350865,4.86038,51,6.399225,0,1,0,0.3125,18681.5,1
"1591",496,24.31451,3.062845,6,7,34.28056,35.27778,14,4.183478,5.886927,51,6.399225,0,0,1,0.3125,18681.5,1
"1592",496,23.7185,3.062845,6,7,34.28056,35.57222,14,3.484587,6.441581,51,6.399225,0,0,0,0.3125,18681.5,1
"1593",499,13.34853,2.305889,6,7,46.88889,46.04722,10,3.316537,5.888353,51,9.100775,1,0,0,0.0909091,12095,0
"1594",499,6.590647,2.305889,6,7,46.88889,46.28889,10,4.430486,5.179684,51,9.054263,0,1,0,0.0909091,12095,0
"1595",499,16.26888,2.305889,6,7,46.88889,46.65555,10,4.227367,5.787391,51,9.255814,0,0,1,0.0909091,12095,0
"1596",499,17.27178,2.305889,6,7,46.88889,46.94444,10,3.531704,4.953413,51,9.348837,0,0,0,0.0909091,12095,0
"1597",501,70.48344,3.68683,14,14,30.47222,32.99444,12,2.37508,6.342991,51,4.368217,1,0,0,0.4166667,56295,1
"1598",501,44.12142,3.68683,14,14,30.47222,33.225,12,4.214016,5.820032,51,4.496124,0,1,0,0.3571429,56295,1
"1599",501,33.58747,3.68683,14,14,30.47222,33.60556,12,3.861204,5.930158,51,4.585271,0,0,1,0.4166667,56295,1
"1600",501,57.90084,3.68683,14,14,30.47222,33.88611,12,3.2242,6.592888,51,4.585271,0,0,0,0.4166667,56295,1
"1601",502,15.89528,2.70549,6,6,43.60833,45.3,8,3.356699,7.142038,51,7.503876,1,0,0,0.2222222,4748.5,0
"1602",502,20.62835,2.70549,6,6,43.60833,45.53611,8,4.414258,5.17202,51,7.457365,0,1,0,0.2222222,4748.5,0
"1603",502,15.19174,2.70549,6,6,43.60833,45.91945,8,4.266701,7.440174,51,5.887597,0,0,1,0.2222222,4748.5,0
"1604",502,6.158154,2.70549,6,6,43.60833,46.2,8,5.062545,4.676712,51,7.585271,0,0,0,0.2222222,4748.5,0
"1605",503,51.48,3.048173,1,0,30.78889,34.5,1,3.98,3.97319,51,3.151163,1,0,0,0.5,541.5,0
"1606",503,11.19025,3.048173,1,0,30.78889,34.83333,1,4.285493,4.918792,51,3.151163,0,1,0,0.5,541.5,0
"1607",503,11.58726,3.048173,1,0,30.78889,35.16667,1,3.861204,5.569129,51,3.151163,0,0,1,0.5,541.5,0
"1608",503,24.09538,3.048173,1,0,30.78889,35.5,1,3.393888,6.22885,51,3.151163,0,0,0,0.5,541.5,0
"1609",504,22.79286,2.674072,4,5,31.08333,34.96667,3,4.215957,5.654304,51,5.042635,1,0,0,0.5357143,6170,1
"1610",504,15.72379,2.674072,4,5,31.08333,35.2,3,4.079985,4.830332,51,5.131783,0,1,0,0.5357143,6170,1
"1611",504,11.20974,2.674072,4,5,31.08333,35.57778,3,4.175591,5.643649,51,5.089147,0,0,1,0.5357143,6170,1
"1612",504,13.23266,2.674072,4,5,31.08333,35.86389,3,2.757238,4.813086,51,5.089147,0,0,0,0.5357143,6170,1
"1613",506,78.8092,3.118745,10,8,33.51389,38.40833,10,3.98,6.487394,51,4.445736,1,0,0,0.3125,93174.5,1
"1614",506,41.44677,3.118745,10,8,33.51389,38.64167,10,4.214016,6.058829,51,4.573643,0,1,0,0.3125,93174.5,1
"1615",506,85.39508,3.118745,10,8,33.51389,39.01389,10,3.861204,6.105989,51,4.728682,0,0,1,0.3125,93174.5,1
"1616",506,58.41243,3.118745,10,8,33.51389,39.30555,10,3.2242,6.366224,51,4.728682,0,0,0,0.3125,93174.5,1
"1617",508,57.56329,3.785545,14,10,36.16111,30.85,9,3.279035,6.0384,51,3.612403,1,0,0,0.6,38882.5,1
